,date,close,average,turnover_ratio,market_cap
0,2005-01-04,9.01,9.34,4.0933,83.4737
1,2005-01-05,8.95,8.75,4.4553,82.9875
2,2005-01-06,8.81,8.8,1.9131,81.6908
3,2005-01-07,9.06,9.08,3.1222,83.96
4,2005-01-10,9.18,9.16,2.0678,85.0946
5,2005-01-11,9.15,9.11,1.3332,84.7704
6,2005-01-12,9.08,9.07,0.8571,84.1221
7,2005-01-13,9.22,9.09,2.0621,85.4188
8,2005-01-14,9.06,9.31,2.6163,83.96
9,2005-01-17,8.85,8.85,1.7478,82.015
10,2005-01-18,9.01,8.94,1.4527,83.4737
11,2005-01-19,8.97,8.92,1.065,83.1496
12,2005-01-20,9.25,9.12,3.1885,85.7429
13,2005-01-21,9.81,9.56,6.6228,90.9296
14,2005-01-24,9.97,9.98,5.329,92.3884
15,2005-01-25,10.16,10.0,4.258,94.1713
16,2005-01-26,10.04,10.11,3.0788,93.0367
17,2005-01-27,9.55,9.69,2.7898,88.4984
18,2005-01-28,9.23,9.35,1.509,85.5808
19,2005-01-31,9.09,9.18,1.3042,84.2842
20,2005-02-01,9.16,9.19,1.509,84.9325
21,2005-02-02,10.07,9.93,4.936,93.3609
22,2005-02-03,10.77,10.68,17.7421,99.8443
23,2005-02-04,11.33,11.01,13.343,105.031
24,2005-02-16,11.16,11.14,8.6785,103.4102
25,2005-02-17,11.28,11.33,8.7721,104.5448
26,2005-02-18,11.0,11.14,5.2767,101.9514
27,2005-02-21,11.32,11.23,5.8274,104.8689
28,2005-02-22,11.67,11.59,9.4656,108.1106
29,2005-02-23,11.49,11.53,6.4514,106.4898
30,2005-02-24,11.88,11.61,8.1521,110.0557
31,2005-02-25,11.72,11.92,7.3466,108.5969
32,2005-02-28,11.51,11.56,4.0561,106.6519
33,2005-03-01,11.42,11.41,3.5492,105.8415
34,2005-03-02,10.9,11.21,5.3207,100.9789
35,2005-03-03,11.04,10.94,4.1951,102.2756
36,2005-03-04,11.02,11.02,3.2836,102.1135
37,2005-03-07,11.16,11.14,2.7798,103.4102
38,2005-03-08,11.53,11.34,4.2811,106.814
39,2005-03-09,11.49,11.57,3.6429,106.4898
40,2005-03-10,10.98,11.18,4.6819,101.7893
41,2005-03-11,10.72,10.86,3.7177,99.3581
42,2005-03-14,10.32,10.32,5.9731,95.6301
43,2005-03-15,10.23,10.36,2.6757,94.8197
44,2005-03-16,10.39,10.36,2.8943,96.2784
45,2005-03-17,9.67,9.87,3.6102,89.633
46,2005-03-18,9.48,9.48,2.5047,87.85
47,2005-03-21,9.58,9.52,1.9974,88.8225
48,2005-03-22,8.83,9.19,2.7086,81.8529
49,2005-03-23,8.99,9.02,3.1615,83.3116
50,2005-03-24,9.25,9.13,2.0726,85.7429
51,2005-03-25,9.16,9.21,1.511,84.9325
52,2005-03-28,9.02,8.88,2.1225,83.6358
53,2005-03-29,9.06,9.01,1.9756,83.96
54,2005-03-30,8.87,8.93,1.9117,82.1771
55,2005-03-31,9.2,9.07,2.6706,85.2567
56,2005-04-01,9.51,9.29,4.9178,88.1742
57,2005-04-04,9.11,9.21,3.0049,84.4462
58,2005-04-05,8.97,9.05,1.5056,83.1496
59,2005-04-06,9.11,8.99,2.3179,84.4462
60,2005-04-07,9.5,9.63,7.6375,88.0121
61,2005-04-08,9.67,9.59,2.825,89.633
62,2005-04-11,9.67,9.8,4.1869,89.633
63,2005-04-12,9.37,9.62,2.8204,86.8775
64,2005-04-13,9.92,9.8,4.4985,91.9021
65,2005-04-14,10.21,10.26,8.4252,94.6576
66,2005-04-15,9.81,9.91,2.9655,90.9296
67,2005-04-18,9.51,9.58,2.2242,88.1742
68,2005-04-19,9.72,9.65,1.7177,90.1192
69,2005-04-20,9.5,9.52,1.7735,88.0121
70,2005-04-21,8.92,9.01,3.4113,82.6633
71,2005-04-22,8.94,9.0,2.3034,82.8254
72,2005-04-25,8.76,8.79,2.8559,81.2045
73,2005-04-26,8.95,8.85,2.0026,82.9875
74,2005-04-27,8.99,9.05,1.7888,83.3116
75,2005-04-28,9.44,9.27,2.8808,87.5259
76,2005-04-29,9.16,9.27,1.9254,84.9325
77,2005-05-09,9.06,9.14,0.9038,83.96
78,2005-05-10,9.27,9.17,1.3825,85.905
79,2005-05-11,9.06,9.13,0.7109,83.96
80,2005-05-12,8.97,9.06,1.0208,83.1496
81,2005-05-13,9.3,9.2,1.9436,86.2292
82,2005-05-16,9.18,9.15,0.9261,85.0946
83,2005-05-17,9.57,9.54,3.57,88.6605
84,2005-05-18,9.69,9.61,2.1089,89.795
85,2005-05-19,9.71,9.64,1.4336,89.9571
86,2005-05-20,9.39,9.49,1.6662,87.0396
87,2005-05-23,9.46,9.45,1.6158,87.6879
88,2005-05-24,9.86,9.77,2.8332,91.4159
89,2005-05-25,9.95,10.03,4.2042,92.2263
90,2005-05-27,9.99,9.91,2.5912,92.5505
91,2005-05-30,9.9,9.86,1.6506,91.7401
92,2005-05-31,10.04,10.15,3.3383,93.0367
93,2005-06-01,9.72,9.77,2.3238,90.1192
94,2005-06-02,9.9,9.8,1.865,91.7401
95,2005-06-03,9.76,9.84,2.2305,90.4434
96,2005-06-06,9.58,9.47,3.7128,88.8225
97,2005-06-07,9.53,9.68,2.1722,88.3363
98,2005-06-08,10.41,10.23,5.7973,96.4405
99,2005-06-09,10.77,10.67,5.5842,99.8443
100,2005-06-10,10.55,10.66,3.2895,97.7372
101,2005-06-13,11.05,10.94,5.2487,102.4377
102,2005-06-14,10.84,10.92,3.4324,100.4927
103,2005-06-15,10.3,10.6,2.4666,90.2813
104,2005-06-16,10.38,10.24,2.337,90.9296
105,2005-06-17,10.43,10.45,1.5083,91.4159
106,2005-06-20,10.93,10.8,2.6555,95.7922
107,2005-06-21,10.69,10.77,1.574,93.6851
108,2005-06-22,10.75,10.69,0.796,94.1713
109,2005-06-23,10.47,10.62,1.5894,91.7401
110,2005-06-24,10.25,10.16,2.8788,89.795
111,2005-06-27,10.67,10.69,4.0322,93.523
112,2005-06-28,10.32,10.42,1.9481,90.4434
113,2005-06-29,10.21,10.26,1.6287,89.4709
114,2005-06-30,9.95,10.03,1.6063,87.2017
115,2005-07-01,9.97,9.98,1.8226,87.3638
116,2005-07-04,9.58,9.37,2.5553,83.96
117,2005-07-05,9.4,9.45,0.9583,82.3391
118,2005-07-06,9.4,9.4,0.7046,82.3391
119,2005-07-07,9.36,9.37,0.8659,82.015
